direction,opcode,size,entry_addr,handler_addr,handler_name,handler_source,name,name_src
SERVER,26,-1,0x01455fc0,0x0014a7b0,jag::PacketHandlers::MessageFriendchannel,BINDER,MESSAGE_FRIENDCHANNEL,KNOWN
SERVER,27,1,0x01455f80,0x00171df0,jag::PacketHandlers::Cam2Enable,BINDER,CAM2_ENABLE,KNOWN
SERVER,28,3,0x01472b20,0x000f9df0,jag::PacketHandlers::UpdateZoneFullFollows,BINDER,UPDATE_ZONE_FULL_FOLLOWS,KNOWN
SERVER,29,-2,0x01455f40,0x00188880,jag::PacketHandlers::HintTrail,BINDER,HINT_TRAIL,KNOWN
SERVER,30,8,0x01470ca0,0x00197560,FUN_00197560,BINDER,UNKNOWN_30,KNOWN
SERVER,31,10,0x01455f00,0x000efda0,FUN_000efda0,BINDER,UNKNOWN_31,KNOWN
SERVER,32,-1,0x01455ec0,0x001494c0,jag::PacketHandlers::MessageQuickchatFriendchat,BINDER,MESSAGE_QUICKCHAT_FRIENDCHAT,KNOWN
SERVER,33,-1,0x01455e80,0x000efa20,jag::packethandlers::Chat::MESSAGE_FRIENDCHANNEL,BINDER,UNKNOWN_33,KNOWN
SERVER,34,-2,0x01471120,0x00187ea0,jag::PacketHandlers::IfSettext,BINDER,IF_SETTEXT,KNOWN
SERVER,35,19,0x01455e40,0x000f2320,jag::PacketHandlers::NpcAnimSpecific,BINDER,NPC_ANIM_SPECIFIC,KNOWN
SERVER,36,10,0x01470da0,0x00187980,jag::PacketHandlers::IfSetobject,BINDER,UNKNOWN_36,KNOWN
SERVER,37,5,0x01455e00,0x0011ed00,FUN_0011ed00,BINDER,UNKNOWN_37,KNOWN
SERVER,38,-1,0x01455dc0,0x000ef8a0,jag::PacketHandlers::MessageQuickchatPrivateEcho,BINDER,MESSAGE_QUICKCHAT_PRIVATE_ECHO,KNOWN
SERVER,39,28,0x014716e0,0x001348f0,jag::PacketHandlers::UpdateUid192,BINDER,UPDATE_UID192,KNOWN
SERVER,40,6,0x01471e20,0x00117050,jag::PacketHandlers::ClientSetvarcLarge,BINDER,CLIENT_SETVARC_LARGE,KNOWN
SERVER,41,5,0x01472720,0x00116e30,jag::PacketHandlers::ObjAdd,BINDER,OBJ_ADD,KNOWN
SERVER,42,6,0x01455d80,0x000efa30,jag::PacketHandlers::CamLookat,BINDER,UNKNOWN_42,KNOWN
SERVER,43,-2,0x01455d40,0x001863e0,jag::PacketHandlers::UpdateInvPartial,BINDER,UPDATE_INV_PARTIAL,KNOWN
SERVER,44,-2,0x01455d00,0x00121810,jag::PacketHandlers::ClanchannelDelta,BINDER,CLANCHANNEL_DELTA,KNOWN
SERVER,45,-2,0x01471820,0x00169f80,jag::PacketHandlers::PlayerInfo,BINDER,PLAYER_INFO,KNOWN
SERVER,46,0,0x01455cc0,0x00144ee0,jag::PacketHandlers::ResetAnims,BINDER,RESET_ANIMS,KNOWN
SERVER,47,7,0x01472920,0x00139cf0,jag::PacketHandlers::LocAddChange,BINDER,LOC_ADD_CHANGE,KNOWN
SERVER,48,25,0x01471360,0x001886b0,FUN_001886b0,BINDER,UNKNOWN_48,KNOWN
SERVER,49,-2,0x01455c80,0x00143ec0,jag::PacketHandlers::MessagePrivateEcho,BINDER,MESSAGE_PRIVATE_ECHO,KNOWN
SERVER,50,6,0x01471d60,0x001171d0,jag::PacketHandlers::ClientSetvarcbitLarge,BINDER,CLIENT_SETVARCBIT_LARGE,KNOWN
SERVER,51,6,0x01471ea0,0x00117330,jag::PacketHandlers::VarbitLarge,BINDER,VARBIT_LARGE,KNOWN
SERVER,52,8,0x01471060,0x00187720,FUN_00187720,BINDER,UNKNOWN_52,KNOWN
SERVER,53,-1,0x01455c40,0x00134450,jag::PacketHandlers::MessageClanchannelSystem,BINDER,MESSAGE_CLANCHANNEL_SYSTEM,KNOWN
SERVER,54,3,0x01471da0,0x00117290,jag::PacketHandlers::ClientSetvarcbitSmall,BINDER,CLIENT_SETVARCBIT_SMALL,KNOWN
SERVER,55,6,0x01455c00,0x000ea6e0,jag::PacketHandlers::CamShake,BINDER,UNKNOWN_55,KNOWN
SERVER,56,-1,0x01471d20,0x001571a0,jag::PacketHandlers::ClientSetvarcstrSmall,BINDER,CLIENT_SETVARCSTR_SMALL,KNOWN
SERVER,57,10,0x01455bc0,0x001547a0,FUN_001547a0,BINDER,UNKNOWN_57,KNOWN
SERVER,58,1,0x01455b80,0x000ef310,jag::PacketHandlers::Logout,BINDER,LOGOUT,KNOWN
SERVER,59,-1,0x01455b40,0x00149ab0,jag::PacketHandlers::MessageQuickchatPrivate,BINDER,MESSAGE_QUICKCHAT_PRIVATE,KNOWN
SERVER,60,29,0x014712a0,0x001e14e0,jag::PacketHandlers::IfOpensubActiveObj,BINDER,IF_OPENSUB_ACTIVE_OBJ,KNOWN
SERVER,61,-1,0x014717e0,0x00141810,jag::PacketHandlers::SetPlayerOp,BINDER,SET_PLAYER_OP,KNOWN
SERVER,62,-1,0x01472aa0,0x0013ac20,FUN_0013ac20,BINDER,UNKNOWN_62,KNOWN
SERVER,63,-2,0x01455b00,0x0019aa00,jag::PacketHandlers::UpdateFriendchatChannelFull,BINDER,UPDATE_FRIENDCHAT_CHANNEL_FULL,KNOWN
SERVER,64,-2,0x01455ac0,0x001e1bd0,jag::PacketHandlers::RebuildNormal,BINDER,REBUILD_NORMAL,KNOWN
SERVER,65,1,0x01455a80,0x001765c0,jag::PacketHandlers::MinimapToggle,BINDER,MINIMAP_TOGGLE,KNOWN
SERVER,66,-2,0x01455a40,0x00198790,jag::PacketHandlers::UpdateIgnorelist,BINDER,UPDATE_IGNORELIST,KNOWN
SERVER,67,12,0x01455a00,0x0016b2d0,jag::PacketHandlers::SpotanimSpecific,BINDER,SPOTANIM_SPECIFIC,KNOWN
SERVER,68,2,0x014559c0,0x000ea580,FUN_000ea580,BINDER,UNKNOWN_68,KNOWN
SERVER,69,25,0x01455980,0x000f1210,FUN_000f1210,BINDER,UNKNOWN_69,KNOWN
SERVER,70,10,0x01470e60,0x00187b40,FUN_00187b40,BINDER,UNKNOWN_70,KNOWN
SERVER,71,25,0x01471320,0x001884e0,FUN_001884e0,BINDER,UNKNOWN_71,KNOWN
SERVER,72,-1,0x01455940,0x001a27a0,jag::PacketHandlers::UpdateFriendchatChannelSingleuser,BINDER,UPDATE_FRIENDCHAT_CHANNEL_SINGLEUSER,KNOWN
SERVER,73,19,0x014713e0,0x00187630,jag::PacketHandlers::IfOpentop,BINDER,IF_OPENTOP,KNOWN
SERVER,74,1,0x01455900,0x00177af0,jag::PacketHandlers::ChatFilterSettingsPrivatechat,BINDER,CHAT_FILTER_SETTINGS_PRIVATECHAT,KNOWN
SERVER,75,-2,0x014558c0,0x0014ae30,jag::PacketHandlers::MessagePrivate,BINDER,MESSAGE_PRIVATE,KNOWN
SERVER,76,-2,0x01455880,,UNBOUND,UNBOUND,UNKNOWN_76,KNOWN
SERVER,77,4,0x01471860,0x0011e770,jag::PacketHandlers::LastLoginInfo,BINDER,LAST_LOGIN_INFO,KNOWN
SERVER,78,6,0x01471f60,0x00117490,jag::PacketHandlers::VarpLarge,BINDER,VARP_LARGE,KNOWN
SERVER,79,4,0x01455840,0x000efbe0,jag::PacketHandlers::CamForceangle,BINDER,UNKNOWN_79,KNOWN
SERVER,80,-1,0x01471be0,0x001221d0,jag::PacketHandlers::Varclan,BINDER,VARCLAN,KNOWN
SERVER,81,36,0x01455800,,UNBOUND,UNBOUND,UNKNOWN_81,KNOWN
SERVER,82,-2,0x014557c0,0x001dc8a0,jag::packethandlers::ClientState::RUNCLIENTSCRIPT_impl,BINDER,RUNCLIENTSCRIPT,KNOWN
SERVER,83,14,0x01455780,0x00185f90,jag::PacketHandlers::HintArrow,BINDER,HINT_ARROW,KNOWN
SERVER,84,-1,0x01455740,0x0014a0c0,jag::PacketHandlers::MessageClanchannel,BINDER,MESSAGE_CLANCHANNEL,KNOWN
SERVER,85,-2,0x01455700,0x0011c690,jag::PacketHandlers::ClanchannelFull,BINDER,CLANCHANNEL_FULL,KNOWN
SERVER,86,-2,0x014556c0,0x001213d0,jag::PacketHandlers::ClansettingsDelta,BINDER,CLANSETTINGS_DELTA,KNOWN
SERVER,87,0,0x01470b20,0x001875f0,jag::PacketHandlers::TriggerOndialogabort,BINDER,TRIGGER_ONDIALOGABORT,KNOWN
SERVER,88,8,0x014711e0,0x001880f0,FUN_001880f0,BINDER,UNKNOWN_88,KNOWN
SERVER,89,4,0x01455680,0x001544c0,jag::PacketHandlers::CamRemoveroof,BINDER,CAM_REMOVEROOF,KNOWN
SERVER,90,-2,0x01455640,0x001de9a0,jag::NPCList::ProcessNpcInfo,BINDER,NPC_INFO,KNOWN
SERVER,91,10,0x01471020,0x00187e20,FUN_00187e20,BINDER,UNKNOWN_91,KNOWN
SERVER,92,1,0x01471760,0x000ee590,jag::PacketHandlers::UpdateRunenergy,BINDER,UPDATE_RUNENERGY,KNOWN
SERVER,93,-2,0x01455600,0x001e59a0,jag::PacketHandlers::RebuildRegion,BINDER,REBUILD_REGION,KNOWN
SERVER,94,-1,0x014555c0,0x0017c320,jag::PacketHandlers::SetMoveaction,BINDER,SET_MOVEACTION,KNOWN
SERVER,95,3,0x01471fa0,0x00117550,jag::PacketHandlers::VarpSmall,BINDER,VARP_SMALL,KNOWN
SERVER,96,-2,0x01471ce0,0x00157080,jag::PacketHandlers::ClientSetvarcstrLarge,BINDER,CLIENT_SETVARCSTR_LARGE,KNOWN
SERVER,97,-2,0x01455580,0x000ef4a0,jag::PacketHandlers::ClansettingsFull,BINDER,CLANSETTINGS_FULL,KNOWN
SERVER,98,32,0x014712e0,0x001e17a0,jag::PacketHandlers::IfOpensubActiveLoc,BINDER,IF_OPENSUB_ACTIVE_LOC,KNOWN
SERVER,99,0,0x01455540,0x00147470,jag::PacketHandlers::CamSmoothreset,BINDER,CAM_SMOOTHRESET,KNOWN
SERVER,100,5,0x01470b60,0x00197170,FUN_00197170,BINDER,UNKNOWN_100,KNOWN
SERVER,101,8,0x01470f60,0x00187cd0,jag::PacketHandlers::IfSetmodel,BINDER,UNKNOWN_101,KNOWN
SERVER,102,1,0x01455500,0x00124e60,jag::PacketHandlers::LogoutFull,BINDER,LOGOUT_FULL,KNOWN
SERVER,103,8,0x01471460,0x00197870,jag::PacketHandlers::IfSetposition,BINDER,UNKNOWN_103,KNOWN
SERVER,104,8,0x01470f20,0x001975e0,FUN_001975e0,BINDER,UNKNOWN_104,KNOWN
SERVER,105,11,0x014554c0,0x00154560,FUN_00154560,BINDER,UNKNOWN_105,KNOWN
SERVER,106,0,0x01455480,0x00171da0,jag::PacketHandlers::CamReset,BINDER,CAM_RESET,KNOWN
SERVER,107,4,0x01471220,0x00188340,jag::PacketHandlers::IfClosesub,BINDER,IF_CLOSESUB,KNOWN
SERVER,108,6,0x01470c60,0x001974b0,jag::PacketHandlers::IfSetcolour,BINDER,UNKNOWN_108,KNOWN
SERVER,109,-2,0x01472ae0,0x000ecf10,jag::PacketHandlers::UpdateZonePartialEnclosed,BINDER,UPDATE_ZONE_PARTIAL_ENCLOSED,KNOWN
SERVER,110,2,0x01455440,0x00177e80,jag::PacketHandlers::UpdateRebootTimer,BINDER,UPDATE_REBOOT_TIMER,KNOWN
SERVER,111,11,0x01470d60,0x00187900,FUN_00187900,BINDER,UNKNOWN_111,KNOWN
SERVER,112,6,0x014726a0,0x00116f40,jag::PacketHandlers::ObjAddBig,BINDER,UNKNOWN_112,KNOWN
SERVER,113,6,0x01471420,0x001977d0,jag::PacketHandlers::IfSetscrollpos,BINDER,UNKNOWN_113,KNOWN
SERVER,114,8,0x01455400,0x000eb370,jag::PacketHandlers::VorbisSpeechSound,BINDER,VORBIS_SPEECH_SOUND,KNOWN
SERVER,115,10,0x01470e20,0x00187a70,FUN_00187a70,BINDER,UNKNOWN_115,KNOWN
SERVER,116,0,0x01471c20,0x000f3df0,jag::PacketHandlers::VarclanEnable,BINDER,VARCLAN_ENABLE,KNOWN
SERVER,117,4,0x01470fe0,0x00187dd0,jag::PacketHandlers::IfSetplayermodelSelf,BINDER,UNKNOWN_117,KNOWN
SERVER,118,10,0x01471160,0x00187f40,jag::PacketHandlers::IfSettargetparam,BINDER,UNKNOWN_118,KNOWN
SERVER,119,6,0x014553c0,0x000efb00,jag::PacketHandlers::CamMoveto,BINDER,UNKNOWN_119,KNOWN
SERVER,120,0,0x01471c60,0x000ed440,jag::PacketHandlers::VarclanDisable,BINDER,VARCLAN_DISABLE,KNOWN
SERVER,121,30,0x01471260,0x001e1290,FUN_001e1290,BINDER,UNKNOWN_121,KNOWN
SERVER,122,12,0x014711a0,0x00188020,jag::PacketHandlers::IfSetevents,BINDER,IF_SETEVENTS,KNOWN
SERVER,123,-2,0x01455380,0x00154f50,jag::PacketHandlers::CameraUpdate,BINDER,CAMERA_UPDATE,KNOWN
SERVER,124,5,0x014710e0,0x00197740,FUN_00197740,BINDER,IF_SETHIDE,KNOWN
SERVER,125,10,0x01470ae0,0x00197060,FUN_00197060,BINDER,UNKNOWN_125,KNOWN
SERVER,126,3,0x01472b60,0x000ed0b0,jag::PacketHandlers::UpdateZonePartialFollows,BINDER,UPDATE_ZONE_PARTIAL_FOLLOWS,KNOWN
SERVER,127,0,0x01455340,0x000f0a00,FUN_000f0a00,BINDER,UNKNOWN_127,KNOWN
SERVER,128,4,0x01455300,0x000eaa00,jag::PacketHandlers::MidiSong,BINDER,MIDI_SONG,KNOWN
SERVER,129,-2,0x014552c0,0x00122380,jag::PacketHandlers::PlayerGroupDelta,BINDER,PLAYER_GROUP_DELTA,KNOWN
SERVER,130,2,0x01455280,0x000ead70,jag::PacketHandlers::VorbisSoundGroupStart,BINDER,VORBIS_SOUND_GROUP_START,KNOWN
SERVER,131,33,0x01455240,0x000f0e20,jag::PacketHandlers::ProjanimSpecificAlt,BINDER,PROJANIM_SPECIFIC_ALT,KNOWN
SERVER,132,20,0x014728a0,0x000f1f80,jag::PacketHandlers::MapProjanim,BINDER,MAP_PROJANIM,KNOWN
SERVER,133,15,0x01455200,0x0016ad00,jag::PacketHandlers::SpotanimSpecificAlt,BINDER,SPOTANIM_SPECIFIC_ALT,KNOWN
SERVER,134,15,0x01470ce0,0x001877e0,FUN_001877e0,BINDER,UNKNOWN_134,KNOWN
SERVER,135,4,0x01471560,0x000edf30,jag::PacketHandlers::UpdateDob,BINDER,UPDATE_DOB,KNOWN
SERVER,136,-1,0x014551c0,0x0017e330,jag::PacketHandlers::ChangeLobby,BINDER,CHANGE_LOBBY,KNOWN
SERVER,137,2,0x01455180,0x00188dd0,FUN_00188dd0,BINDER,UNKNOWN_137,KNOWN
SERVER,138,8,0x01455140,0x00184120,jag::PacketHandlers::MiscNew946,BINDER,MISC_NEW_946,KNOWN
SERVER,139,4,0x01455100,0x001889f0,jag::PacketHandlers::LoyaltyUpdate,BINDER,UNKNOWN_139,KNOWN
SERVER,140,0,0x014550c0,0x00176930,FUN_00176930,BINDER,LOBBY_TICK_END,KNOWN
SERVER,141,8,0x01455080,0x00183160,jag::PacketHandlers::SendPing,BINDER,UNKNOWN_141,KNOWN
SERVER,142,-1,0x01455040,0x001b8ea0,jag::PacketHandlers::DoCheat,BINDER,DO_CHEAT,KNOWN
SERVER,143,-1,0x01455000,0x001aa230,jag::PacketHandlers::LogoutTransfer,BINDER,LOGOUT_TRANSFER,KNOWN
SERVER,144,-2,0x01454fc0,0x00176300,FUN_00176300,BINDER,UNKNOWN_144,KNOWN
SERVER,145,1,0x01454f80,0x00176710,jag::PacketHandlers::CreateSuggestNameError,BINDER,CREATE_SUGGEST_NAME_ERROR,KNOWN
SERVER,146,-1,0x01454f40,0x0017c280,jag::PacketHandlers::CreateSuggestNameReply,BINDER,CREATE_SUGGEST_NAME_REPLY,KNOWN
SERVER,147,5,0x01470fa0,0x00187d50,jag::PacketHandlers::IfSetplayermodelSnapshot,BINDER,UNKNOWN_147,KNOWN
SERVER,148,-2,0x01454f00,0x000f75e0,FUN_000f75e0,BINDER,UNKNOWN_148,KNOWN
SERVER,149,-1,0x014714e0,0x00158c20,FUN_00158c20,BINDER,UNKNOWN_149,KNOWN
SERVER,150,5,0x01470de0,0x001879f0,jag::PacketHandlers::IfSetplayerheadSnapshot,BINDER,UNKNOWN_150,KNOWN
SERVER,151,1,0x01454ec0,0x00176470,jag::PacketHandlers::Setdraworder,BINDER,SETDRAWORDER,KNOWN
SERVER,152,-1,0x01454e80,0x001dda30,jag::packethandlers::Social::op130_RELATIONSHIP_DELTA_UNCONFIRMED,BINDER,UNKNOWN_152,KNOWN
SERVER,153,1,0x01454e40,0x001767c0,FUN_001767c0,BINDER,UNKNOWN_153,KNOWN
SERVER,154,-2,0x01454e00,0x0015cd30,jag::PacketHandlers::PlayerGroupFull,BINDER,PLAYER_GROUP_FULL,KNOWN
SERVER,155,3,0x014716a0,0x000ee450,jag::PacketHandlers::SetTarget,BINDER,UNKNOWN_155,KNOWN
SERVER,156,8,0x01454dc0,0x001e5500,FUN_001e5500,BINDER,UNKNOWN_156,KNOWN
SERVER,157,7,0x01472520,0x00116b90,jag::PacketHandlers::ObjReveal,BINDER,OBJ_REVEAL,KNOWN
SERVER,158,10,0x01471f20,0x00142120,FUN_00142120,BINDER,UNKNOWN_158,KNOWN
SERVER,159,3,0x014718a0,0x000ed760,jag::PacketHandlers::TelemetryClearGridValue,BINDER,UNKNOWN_159,KNOWN
SERVER,160,10,0x01472320,0x000f0c40,jag::PacketHandlers::SoundArea,BINDER,SOUND_AREA,KNOWN
SERVER,161,14,0x01471520,0x00154980,FUN_00154980,BINDER,UNKNOWN_161,KNOWN
SERVER,162,3,0x01454d80,0x001e3e60,jag::PacketHandlers::PointlightEnabled,BINDER,UNKNOWN_162,KNOWN
SERVER,163,29,0x014720e0,0x000f1560,jag::PacketHandlers::MapProjanimHalfsqAlt,BINDER,MAP_PROJANIM_HALFSQ_ALT,KNOWN
SERVER,164,9,0x01470c20,0x001973a0,FUN_001973a0,BINDER,UNKNOWN_164,KNOWN
SERVER,165,1,0x01454d40,0x001768d0,FUN_001768d0,BINDER,UNKNOWN_165,KNOWN
SERVER,166,12,0x01454d00,0x000efc60,jag::PacketHandlers::VorbisSoundGroup,BINDER,VORBIS_SOUND_GROUP,KNOWN
SERVER,167,5,0x01470ba0,0x00197200,FUN_00197200,BINDER,UNKNOWN_167,KNOWN
SERVER,168,21,0x01472820,0x000f1c50,jag::PacketHandlers::MapProjanimHalfsq,BINDER,MAP_PROJANIM_HALFSQ,KNOWN
SERVER,169,5,0x01472260,0x000eca30,jag::PacketHandlers::LocPrefetch,BINDER,LOC_PREFETCH,KNOWN
SERVER,170,4,0x01454cc0,0x001e2b60,jag::PacketHandlers::PointlightAttenuationFalloff,BINDER,UNKNOWN_170,KNOWN
SERVER,171,2,0x01471920,0x000fa1d0,FUN_000fa1d0,BINDER,UNKNOWN_171,KNOWN
SERVER,172,-2,0x01454c80,0x00194c00,jag::PacketHandlers::WorldlistFetchReply,BINDER,WORLDLIST_FETCH_REPLY,KNOWN
SERVER,173,11,0x014727a0,0x0016bca0,jag::PacketHandlers::MapAnim,BINDER,MAP_ANIM,KNOWN
SERVER,174,-2,0x01454c40,0x000ea660,FUN_000ea660,BINDER,UNKNOWN_174,KNOWN
SERVER,175,-2,0x01454c00,0x001bddf0,jag::packethandlers::PlayerInfo::PLAYER_INFO_DECODE_2,BINDER,UNKNOWN_175,KNOWN
SERVER,176,-1,0x01454bc0,0x0013b330,jag::PacketHandlers::Unnamed1,BINDER,UNNAMED_1,KNOWN
SERVER,177,-2,0x01454b80,0x000ea670,FUN_000ea670,BINDER,UNKNOWN_177,KNOWN
SERVER,178,1,0x01454b40,0x00176840,jag::PacketHandlers::CreateAccountReply,BINDER,CREATE_ACCOUNT_REPLY,KNOWN
SERVER,179,5,0x01471ae0,0x0011da00,jag::PacketHandlers::TelemetryGridAddGroup,BINDER,UNKNOWN_179,KNOWN
SERVER,180,0,0x01454b00,0x000f22e0,jag::PacketHandlers::ServerTickEnd,BINDER,SERVER_TICK_END,KNOWN
SERVER,181,-2,0x01454ac0,0x0017e550,jag::PacketHandlers::NpcSaySpecific,BINDER,NPC_SAY_SPECIFIC,KNOWN
SERVER,182,-1,0x014721e0,0x0012aa00,jag::PacketHandlers::TextCoord,BINDER,TEXT_COORD,KNOWN
SERVER,183,14,0x01472060,0x0016b810,jag::PacketHandlers::MapAnimAlt,BINDER,MAP_ANIM_ALT,KNOWN
SERVER,184,6,0x01471a60,0x001179b0,jag::PacketHandlers::TelemetryGridAddRow,BINDER,UNKNOWN_184,KNOWN
SERVER,185,14,0x01470d20,0x00187860,jag::PacketHandlers::IfSetobjectLong,BINDER,IF_SETOBJECT_LONG,KNOWN
SERVER,186,8,0x014723a0,0x000f3080,jag::PacketHandlers::ObjCountBig,BINDER,UNKNOWN_186,KNOWN
SERVER,187,1,0x01454a80,0x00176540,FUN_00176540,BINDER,UNKNOWN_187,KNOWN
SERVER,188,-1,0x014717a0,0x001421d0,FUN_001421d0,BINDER,UNKNOWN_188,KNOWN
SERVER,189,-2,0x01471b60,0x0011db10,jag::PacketHandlers::TelemetryGridFull,BINDER,TELEMETRY_GRID_FULL,KNOWN
SERVER,190,-2,0x01471b20,0x000edce0,jag::PacketHandlers::TelemetryGridValuesDelta,BINDER,TELEMETRY_GRID_VALUES_DELTA,KNOWN
SERVER,191,5,0x01454a40,0x001e5110,jag::PacketHandlers::PointlightIntensityscale,BINDER,UNKNOWN_191,KNOWN
SERVER,192,1,0x01471aa0,0x000ed9e0,FUN_000ed9e0,BINDER,UNKNOWN_192,KNOWN
SERVER,193,-2,0x01454a00,0x00117d40,jag::PacketHandlers::PlayerGroupVarps,BINDER,PLAYER_GROUP_VARPS,KNOWN
SERVER,194,4,0x014549c0,0x001420b0,jag::PacketHandlers::VorbisPreloadSounds,BINDER,UNKNOWN_194,KNOWN
SERVER,195,2,0x01454980,0x000f00a0,jag::PacketHandlers::VorbisSoundGroupStop,BINDER,VORBIS_SOUND_GROUP_STOP,KNOWN
SERVER,196,-1,0x01454940,0x00148750,jag::PacketHandlers::MessagePlayerGroup,BINDER,MESSAGE_PLAYER_GROUP,KNOWN
SERVER,197,10,0x01471de0,0x0011ebc0,FUN_0011ebc0,BINDER,UNKNOWN_197,KNOWN
SERVER,198,-2,0x014715e0,0x0015a8e0,FUN_0015a8e0,BINDER,UNKNOWN_198,KNOWN
SERVER,199,3,0x014718e0,0x000f9ee0,jag::PacketHandlers::TelemetryGridMoveColumn,BINDER,UNKNOWN_199,KNOWN
SERVER,200,0,0x01471ca0,0x000f3e80,jag::PacketHandlers::StoreServerpermVarcsAck,BINDER,STORE_SERVERPERM_VARCS_ACK,KNOWN
SERVER,201,1,0x014715a0,0x000edfd0,jag::PacketHandlers::ClearPlayerSnapshot,BINDER,CLEAR_PLAYER_SNAPSHOT,KNOWN
SERVER,202,7,0x01472420,0x000f3510,jag::PacketHandlers::ObjCount,BINDER,OBJ_COUNT,KNOWN
SERVER,203,17,0x01454900,0x000f25c0,jag::PacketHandlers::PlayerAnimSpecific,BINDER,PLAYER_ANIM_SPECIFIC,KNOWN
SERVER,204,1,0x01471620,0x000ee370,jag::PacketHandlers::ReduceNpcAttackPriority,BINDER,REDUCE_NPC_ATTACK_PRIORITY,KNOWN
SERVER,205,9,0x01470be0,0x00197290,FUN_00197290,BINDER,UNKNOWN_205,KNOWN
SERVER,206,6,0x014548c0,0x000f0600,jag::PacketHandlers::SoundMixbussAdd,BINDER,SOUND_MIXBUSS_ADD,KNOWN
SERVER,207,3,0x01454880,0x001e2610,jag::PacketHandlers::PointlightExtendAbove,BINDER,UNKNOWN_207,KNOWN
SERVER,208,0,0x01454840,0x001b8700,jag::PacketHandlers::Js5Reload,BINDER,JS5_RELOAD,KNOWN
SERVER,209,2,0x01471a20,0x001177c0,FUN_001177c0,BINDER,UNKNOWN_209,KNOWN
SERVER,210,4,0x01454800,0x0011e710,jag::PacketHandlers::NewAudio945,BINDER,UNKNOWN_210,KNOWN
SERVER,211,8,0x014724a0,0x00116cd0,jag::PacketHandlers::ObjRevealBig,BINDER,UNKNOWN_211,KNOWN
SERVER,212,3,0x014547c0,0x001e30a0,jag::PacketHandlers::PointlightShadow,BINDER,UNKNOWN_212,KNOWN
